10	502002996
10	502002996
10	2000000000
10	2000000000
10	2000009810
10	2000019620
10	2000029430
10	2000039240
10	2000049050
10	2000058860
10	2000068670
10	2000078480
10	2012000000
10	2033675626
10	2033688044
11	2033688044
11	2033688044
11	2033778374
12	2033778374
12	2033778374
12	2033803313
12	2033803313
12	2033836580
12	2033836580
12	2033861659
13	2033861659
13	2033861659
13	2033947732
13	2033947732
13	2033947732
13	2033996385
13	2034004976
14	2034004976
14	2034004976
14	2034004976
14	2034011300
14	2045948985
15	2045948985
15	2045948985
15	2067399454
16	2067399454
16	2067399454
16	2067540707
16	2067540707
16	2067623895
16	2067623895
16	2067645452
17	2067645452
17	2067645452
17	2067645452
17	2067647077
17	2067650031
18	2067650031
18	2067650031
18	2067716014
19	2067716014
19	2067716014
19	2067716014
19	2067741378
19	2067741378
19	2067786295
19	2067786295
19	2067790611
19	2067853152
20	2067853152
20	2067853152
20	2067853152
20	2067853152
20	2067853938
20	2067855463
20	2079718049
21	2079718049
21	2079718049
21	2079718049
21	2079746219
21	2101089858
22	2101089858
22	2101089858
22	2101310469
23	2101310469
23	2101310469
23	2101310469
23	2101328848
23	2101406101
24	2101406101
24	2101406101
24	2101435889
25	2101435889
25	2101435889
25	2101500040
25	2101500040
25	2101500040
25	2101500040
25	2101544115
25	2101548444
26	2101548444
26	2101548444
26	2101548444
26	2101561761
27	2101561761
27	2101561761
27	2101562088
27	2101574162
27	2101735238
28	2101735238
28	2101735238
28	2101735238
28	2101735238
28	2101738129
28	2101866051
29	2101866051
29	2101866051
29	2101866051
29	2101871125
30	2101871125
30	2101871125
30	2101888347
30	2101895337
31	2101895337
31	2101895337
31	2113418623
32	2113418623
32	2113418623
32	2113495375
32	2113495375
32	2113612285
33	2113612285
33	2113612285
33	2134855069
34	2134855069
34	2134855069
34	2134855069
34	2134891056
34	2135057877
35	2135057877
35	2135057877
35	2135143011
36	2135143011
36	2135143011
36	2135143011
36	2135143011
36	2135143011
36	2135148118
36	2135183649
36	2135207568
37	2135207568
37	2135207568
37	2135305149
37	2135308491
38	2135308491
38	2135308491
38	2135308491
38	2135317397
38	2135374682
39	2135374682
39	2135374682
39	2135374682
39	2135380054
39	2135392205
40	2135392205
40	2135392205
40	2135392205
40	2135405822
40	2135492638
41	2135492638
41	2135492638
41	2135492638
41	2135590056
41	2135593163
42	2135593163
42	2135593163
42	2135604502
43	2135604502
43	2135604502
43	2135678657
44	2135678657
44	2135678657
44	2135678657
44	2135685328
44	2135685328
44	2135734588
44	2135736199
44	2135736199
44	2135753474
45	2135753474
45	2135753474
45	2135862063
46	2135862063
46	2135862063
46	2135862063
46	2135862063
46	2135862063
46	2135882450
46	2135893093
46	2135938441
46	2136027782
47	2136027782
47	2136027782
47	2147182221
48	2147182221
48	2147182221
48	2147268334
49	2147268334
49	2147268334
49	2147268334
49	2147273967
49	2147304263
50	2147304263
50	2147304263
50	2147576690
51	2147576690
51	2147576690
51	2168621845
52	2168621845
52	2168621845
52	2168685752
53	2168685752
53	2168685752
53	2168685752
53	2168720480
53	2168832431
54	2168832431
54	2168832431
54	2168832431
54	2168840395
54	2168924884
55	2168924884
55	2168924884
55	2168924884
55	2168962069
55	2168996434
56	2168996434
56	2168996434
56	2168996434
56	2169033397
56	2169096352
57	2169096352
57	2169096352
57	2169096352
57	2169096352
57	2169186523
57	2169191695
57	2169196910
58	2169196910
58	2169196910
58	2169196910
58	2169202415
58	2169202415
58	2169271963
59	2169271963
59	2169271963
59	2169271963
59	2169294689
60	2169294689
60	2169294689
60	2169294689
60	2169303598
60	2169343144
60	2169373477
60	2169457814
60	2169457814
60	2169461960
61	2169461960
61	2169461960
61	2169537143
61	2169537143
61	2169540917
62	2169540917
62	2169540917
62	2169588635
62	2169588635
62	2169683390
63	2169683390
63	2169683390
63	2169717793
63	2169717793
63	2169734139
63	2169734139
63	2169763760
64	2169763760
64	2169763760
64	2169763760
64	2169763760
64	2169763760
64	2169810398
65	2169810398
65	2169810398
65	2169822089
65	2169823152
65	2169878511
65	2169890335
66	2169890335
66	2169890335
66	2169890335
66	2169947854
66	2169947854
66	2169953126
66	2170013782
66	2170013782
66	2170013782
66	2170090816
66	2170100355
67	2170100355
67	2170100355
67	2170100355
67	2170172831
67	2170201300
68	2170201300
68	2170201300
68	2170201300
68	2170213263
68	2170502623
69	2170502623
69	2170502623
69	2180879977
70	2180879977
70	2180879977
70	2181043235
71	2181043235
71	2181043235
71	2181050799
72	2181050799
72	2181060772
73	2181060772
73	2181108413
73	2181172031
74	2181172031
74	2181208585
74	2181208585
74	2181426855
74	2181485360
74	2181485360
74	2181485360
74	2202436837
74	2202436837
74	2202489975
73	2202489975
73	2202493730
73	2202578300
73	2202578300
73	2202578300
73	2202578300
73	2202578300
73	2202578300
73	2202578300
73	2202592705
73	2202643580
74	2202643580
74	2202643580
74	2202643580
74	2202643580
74	2202662425
74	2202664804
74	2202682687
74	2202682687
74	2202771813
75	2202771813
75	2202771813
75	2202771813
75	2202775953
75	2202775953
75	2202828387
76	2202828387
76	2202828387
76	2202835166
76	2202861069
77	2202861069
77	2202861069
77	2202937924
78	2202937924
78	2202937924
78	2202937924
78	2202959834
78	2202977420
79	2202977420
79	2202977420
79	2202977420
79	2202977420
79	2203002234
79	2203010028
79	2203039209
80	2203039209
80	2203039209
80	2203108108
81	2203108108
81	2203108108
81	2203161791
82	2203161791
82	2203161791
82	2203161791
82	2203166176
82	2203241857
83	2203241857
83	2203241857
83	2203241857
83	2203241857
83	2203265653
83	2203297018
83	2203313757
84	2203313757
84	2203313757
84	2203379975
85	2203379975
85	2203379975
85	2203441791
86	2203441791
86	2203441791
86	2203515239
87	2203515239
87	2203515239
87	2203515239
87	2203516690
87	2203575901
88	2203575901
88	2203575901
88	2203621387
88	2203621387
88	2203621387
88	2203652919
88	2203690879
89	2203690879
89	2203690879
89	2203690879
89	2203690879
89	2203695403
89	2203705383
90	2203705383
90	2203705383
90	2203788512
90	2203859593
91	2203859593
91	2203859593
91	2203899664
91	2203899664
91	2203933812
92	2203933812
92	2203933812
92	2203933812
92	2203963136
93	2203963136
93	2203963136
93	2203970410
93	2203981146
93	2203981146
93	2204002341
93	2204002341
93	2204028989
94	2204028989
94	2204028989
94	2204080647
95	2204080647
95	2204080647
95	2204080647
95	2204090851
95	2204119649
96	2204119649
96	2204119649
96	2204224784
96	2204224784
96	2204256998
97	2204256998
97	2204256998
97	2204256998
97	2204283564
97	2204309247
98	2204309247
98	2204309247
98	2204341554
